Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Southern Region,Andhra Pradesh,515001,2021,Q3,4040160,8752025049.046715
Southern Region,Andhra Pradesh,516001,2021,Q3,3370675,8720115499.341372
Southern Region,Andhra Pradesh,520010,2021,Q3,3206301,6832329071.6628275
Southern Region,Andhra Pradesh,524002,2021,Q4,14158439,30358274591.367683
Southern Region,Andhra Pradesh,530026,2021,Q4,10216678,24428085477.49295
Southern Region,Andhra Pradesh,517501,2021,Q4,7246667,13514835187.056923
Southern Region,Andhra Pradesh,517507,2021,Q4,5790910,11415016234.059563
Southern Region,Andhra Pradesh,520002,2021,Q4,5716025,15397268124.171196
Southern Region,Andhra Pradesh,530016,2021,Q4,5252680,9484946022.822403
Southern Region,Andhra Pradesh,522001,2021,Q4,4989759,13298088500.28115
Southern Region,Andhra Pradesh,515001,2021,Q4,4892740,10235401678.208153
Southern Region,Andhra Pradesh,520010,2021,Q4,4198904,8551737728.052567
Southern Region,Andhra Pradesh,516001,2021,Q4,4058071,10324818012.146276
Southern Region,Andhra Pradesh,524002,2022,Q1,16133298,35123754551.39544
Southern Region,Andhra Pradesh,530026,2022,Q1,10293117,25355928765.674084
Southern Region,Andhra Pradesh,517501,2022,Q1,8062447,14807178133.005922
Southern Region,Andhra Pradesh,517507,2022,Q1,6660899,12913687866.526722
Southern Region,Andhra Pradesh,520002,2022,Q1,6254668,16297042494.467913
Southern Region,Andhra Pradesh,522001,2022,Q1,5691035,15226428277.57111
Southern Region,Andhra Pradesh,515001,2022,Q1,5585462,11393585212.479506
Southern Region,Andhra Pradesh,530016,2022,Q1,5554647,9991176892.061853
Southern Region,Andhra Pradesh,516001,2022,Q1,4513789,11365056779.562836
Southern Region,Andhra Pradesh,520010,2022,Q1,4492155,9108501441.854177
Southern Region,Andhra Pradesh,524002,2022,Q2,18822839,40556750377.6809
Southern Region,Andhra Pradesh,530026,2022,Q2,12256092,29600523030.089485
Southern Region,Andhra Pradesh,517501,2022,Q2,9320394,17071503296.033054
Southern Region,Andhra Pradesh,517507,2022,Q2,7667416,14863715364.820652
Southern Region,Andhra Pradesh,520002,2022,Q2,7584902,19447767871.79056
Southern Region,Andhra Pradesh,530016,2022,Q2,6470271,11522114399.303429
Southern Region,Andhra Pradesh,515001,2022,Q2,6291639,12847256630.386038
Southern Region,Andhra Pradesh,522001,2022,Q2,6073875,16041957319.95133
Southern Region,Andhra Pradesh,520010,2022,Q2,5301338,10747157085.983915
Southern Region,Andhra Pradesh,516001,2022,Q2,4927880,12452111307.590088
Southern Region,Andhra Pradesh,530026,2022,Q3,10427710,24452749355.343765
Southern Region,Andhra Pradesh,517501,2022,Q3,9028550,16685152652.27945
Southern Region,Andhra Pradesh,517507,2022,Q3,7638906,14893051968.861427
Southern Region,Andhra Pradesh,524002,2022,Q3,6897466,17798259711.658493
Southern Region,Andhra Pradesh,522001,2022,Q3,6608575,14799455202.072798
Southern Region,Andhra Pradesh,520002,2022,Q3,6370783,17359205738.798397
Southern Region,Andhra Pradesh,530016,2022,Q3,6352195,11280121649.92772
Southern Region,Andhra Pradesh,515001,2022,Q3,6120942,12350133591.116642
Southern Region,Andhra Pradesh,520010,2022,Q3,5372903,10801020194.878735
Southern Region,Andhra Pradesh,516001,2022,Q3,5350632,13517253500.100548
Southern Region,Andhra Pradesh,530026,2022,Q4,10249750,23326515677.88234
Southern Region,Andhra Pradesh,517501,2022,Q4,9601016,17160601029.470804
Southern Region,Andhra Pradesh,517507,2022,Q4,8255182,15452889827.310287
Southern Region,Andhra Pradesh,530016,2022,Q4,6770365,11575693176.866528
Southern Region,Andhra Pradesh,515001,2022,Q4,6566772,12647557281.819908
Southern Region,Andhra Pradesh,522001,2022,Q4,6419773,13879436431.018642
Southern Region,Andhra Pradesh,520010,2022,Q4,5887349,11108836639.890686
Southern Region,Andhra Pradesh,518002,2022,Q4,5810257,12488419884.161985
Southern Region,Andhra Pradesh,520002,2022,Q4,5685286,14883019280.330643
Southern Region,Andhra Pradesh,516001,2022,Q4,5545373,13027211098.677938
North-Eastern Region,Arunachal Pradesh,791110,2018,Q1,4253,8605127.65004581
North-Eastern Region,Arunachal Pradesh,791111,2018,Q1,4207,9841038.918801479
North-Eastern Region,Arunachal Pradesh,791102,2018,Q1,3286,5671981.37541513
North-Eastern Region,Arunachal Pradesh,790116,2018,Q1,2704,4457038.562331891
North-Eastern Region,Arunachal Pradesh,790104,2018,Q1,2114,4578762.301169472
North-Eastern Region,Arunachal Pradesh,791109,2018,Q1,2112,3137887.500695069
North-Eastern Region,Arunachal Pradesh,792131,2018,Q1,2097,3667031.7501450847
North-Eastern Region,Arunachal Pradesh,791001,2018,Q1,2041,5020173.997662732
North-Eastern Region,Arunachal Pradesh,791113,2018,Q1,1955,6492923.793813149
North-Eastern Region,Arunachal Pradesh,792001,2018,Q1,1865,2638135.148973316
North-Eastern Region,Arunachal Pradesh,791110,2018,Q2,7878,19894634.32236063
North-Eastern Region,Arunachal Pradesh,791111,2018,Q2,7239,20302894.32407169
North-Eastern Region,Arunachal Pradesh,791102,2018,Q2,6046,11116134.491696559
North-Eastern Region,Arunachal Pradesh,790116,2018,Q2,4689,11109804.760347228
North-Eastern Region,Arunachal Pradesh,790104,2018,Q2,4436,10757634.641186869
North-Eastern Region,Arunachal Pradesh,792131,2018,Q2,4342,9787595.363164986
North-Eastern Region,Arunachal Pradesh,791113,2018,Q2,4159,10355129.796387024
North-Eastern Region,Arunachal Pradesh,792103,2018,Q2,3885,10332844.690670341
North-Eastern Region,Arunachal Pradesh,792102,2018,Q2,3638,13733030.966675913
North-Eastern Region,Arunachal Pradesh,791109,2018,Q2,3486,8901023.6818946
North-Eastern Region,Arunachal Pradesh,791110,2018,Q3,13489,28577947.494984522
North-Eastern Region,Arunachal Pradesh,791111,2018,Q3,10508,33766761.060124576
North-Eastern Region,Arunachal Pradesh,791102,2018,Q3,9777,18868814.474471845
North-Eastern Region,Arunachal Pradesh,791109,2018,Q3,8636,14623073.028337255
North-Eastern Region,Arunachal Pradesh,790116,2018,Q3,6870,19935455.777625345
North-Eastern Region,Arunachal Pradesh,792103,2018,Q3,6672,16204421.801473193
North-Eastern Region,Arunachal Pradesh,790104,2018,Q3,6434,18213474.582743015
North-Eastern Region,Arunachal Pradesh,792001,2018,Q3,6307,16330131.581704907
North-Eastern Region,Arunachal Pradesh,791113,2018,Q3,6191,14657152.42532165
North-Eastern Region,Arunachal Pradesh,792102,2018,Q3,5120,16131802.077896373
North-Eastern Region,Arunachal Pradesh,791110,2018,Q4,18305,50770919.03443284
North-Eastern Region,Arunachal Pradesh,791111,2018,Q4,14891,50578761.54109968
North-Eastern Region,Arunachal Pradesh,791102,2018,Q4,11990,28553763.558065224
North-Eastern Region,Arunachal Pradesh,790116,2018,Q4,10791,42561249.91245334
North-Eastern Region,Arunachal Pradesh,792103,2018,Q4,8743,23841863.530102827
North-Eastern Region,Arunachal Pradesh,790104,2018,Q4,8727,28710303.165459957
North-Eastern Region,Arunachal Pradesh,791113,2018,Q4,8156,19785304.795617044
North-Eastern Region,Arunachal Pradesh,791109,2018,Q4,7660,17851253.026180793
North-Eastern Region,Arunachal Pradesh,792001,2018,Q4,7520,18988989.141452394
North-Eastern Region,Arunachal Pradesh,792102,2018,Q4,6597,21188725.096378893
North-Eastern Region,Arunachal Pradesh,791110,2019,Q1,21769,56305175.15742187
North-Eastern Region,Arunachal Pradesh,791111,2019,Q1,18706,57464660.98623066
North-Eastern Region,Arunachal Pradesh,791102,2019,Q1,14504,35128890.140528455
North-Eastern Region,Arunachal Pradesh,790116,2019,Q1,13724,44410163.52148189
North-Eastern Region,Arunachal Pradesh,791109,2019,Q1,11691,24669479.821121186
North-Eastern Region,Arunachal Pradesh,791113,2019,Q1,10893,28900698.04714023
North-Eastern Region,Arunachal Pradesh,790104,2019,Q1,10231,29899156.53443486
North-Eastern Region,Arunachal Pradesh,792103,2019,Q1,10190,28841570.71793741
North-Eastern Region,Arunachal Pradesh,792001,2019,Q1,9575,24797020.736688815
North-Eastern Region,Arunachal Pradesh,790101,2019,Q1,9149,26500818.398213305
North-Eastern Region,Arunachal Pradesh,791110,2019,Q2,28827,80501052.65730712
North-Eastern Region,Arunachal Pradesh,791111,2019,Q2,24040,77741634.13628484
North-Eastern Region,Arunachal Pradesh,791102,2019,Q2,14906,38658949.40199398
North-Eastern Region,Arunachal Pradesh,790116,2019,Q2,13929,48120977.088281885
North-Eastern Region,Arunachal Pradesh,791113,2019,Q2,12970,37636424.899820864
North-Eastern Region,Arunachal Pradesh,790104,2019,Q2,12562,43392107.208877556
North-Eastern Region,Arunachal Pradesh,791109,2019,Q2,12214,28228154.97606074
North-Eastern Region,Arunachal Pradesh,792001,2019,Q2,11232,29778429.81452021
North-Eastern Region,Arunachal Pradesh,792103,2019,Q2,11076,30442992.654754497
North-Eastern Region,Arunachal Pradesh,790101,2019,Q2,10926,36302058.29929494
North-Eastern Region,Arunachal Pradesh,791110,2019,Q3,38560,104152420.6903958
North-Eastern Region,Arunachal Pradesh,791111,2019,Q3,32844,92522169.403638
North-Eastern Region,Arunachal Pradesh,791102,2019,Q3,20744,50221808.10965951
North-Eastern Region,Arunachal Pradesh,791113,2019,Q3,19591,49174022.06411387
North-Eastern Region,Arunachal Pradesh,790116,2019,Q3,19201,53454221.51239009
North-Eastern Region,Arunachal Pradesh,790104,2019,Q3,18759,57742402.565546624
North-Eastern Region,Arunachal Pradesh,792103,2019,Q3,17253,38310432.22806125
North-Eastern Region,Arunachal Pradesh,790101,2019,Q3,15882,43198540.62981644
North-Eastern Region,Arunachal Pradesh,792001,2019,Q3,15645,35020210.50538105
North-Eastern Region,Arunachal Pradesh,791109,2019,Q3,14867,29287244.191191502
North-Eastern Region,Arunachal Pradesh,791110,2019,Q4,46210,135166318.90100121
North-Eastern Region,Arunachal Pradesh,791111,2019,Q4,38960,109780309.4691897
North-Eastern Region,Arunachal Pradesh,791113,2019,Q4,25720,67044021.64216873
North-Eastern Region,Arunachal Pradesh,791102,2019,Q4,25493,64172690.788512394
North-Eastern Region,Arunachal Pradesh,790104,2019,Q4,23418,71137191.35286346
North-Eastern Region,Arunachal Pradesh,792103,2019,Q4,22297,45950095.40587128
North-Eastern Region,Arunachal Pradesh,790101,2019,Q4,22263,69716144.70739502
North-Eastern Region,Arunachal Pradesh,790116,2019,Q4,21777,62382535.12190032
North-Eastern Region,Arunachal Pradesh,792001,2019,Q4,18262,41638209.32032033
North-Eastern Region,Arunachal Pradesh,791109,2019,Q4,17833,33159442.663443036
North-Eastern Region,Arunachal Pradesh,791110,2020,Q1,53858,134164730.89583132
North-Eastern Region,Arunachal Pradesh,791111,2020,Q1,44651,118592432.50755887
North-Eastern Region,Arunachal Pradesh,791113,2020,Q1,40087,114373417.73145652
North-Eastern Region,Arunachal Pradesh,791102,2020,Q1,30846,73201195.2353644
North-Eastern Region,Arunachal Pradesh,792103,2020,Q1,27462,65003236.302331895
North-Eastern Region,Arunachal Pradesh,790116,2020,Q1,25027,68279455.36544603
North-Eastern Region,Arunachal Pradesh,790104,2020,Q1,24414,66277727.27349471
North-Eastern Region,Arunachal Pradesh,792001,2020,Q1,23370,55255805.31059417
North-Eastern Region,Arunachal Pradesh,791001,2020,Q1,22588,54519489.86110417
North-Eastern Region,Arunachal Pradesh,791109,2020,Q1,22374,43679801.42383069
North-Eastern Region,Arunachal Pradesh,791110,2020,Q2,66660,161486745.43774873
North-Eastern Region,Arunachal Pradesh,791111,2020,Q2,58840,143307742.43547845
North-Eastern Region,Arunachal Pradesh,791102,2020,Q2,50996,97581020.8441248
North-Eastern Region,Arunachal Pradesh,791113,2020,Q2,49710,128006452.94220668
North-Eastern Region,Arunachal Pradesh,792103,2020,Q2,39797,83935770.26695053
North-Eastern Region,Arunachal Pradesh,791001,2020,Q2,38760,84597533.513517
North-Eastern Region,Arunachal Pradesh,790104,2020,Q2,34466,94485243.39779145
North-Eastern Region,Arunachal Pradesh,792001,2020,Q2,33392,72498626.74427575
North-Eastern Region,Arunachal Pradesh,790116,2020,Q2,28051,69882584.56823947
North-Eastern Region,Arunachal Pradesh,790101,2020,Q2,27329,80597964.5697464
North-Eastern Region,Arunachal Pradesh,791113,2020,Q3,85276,286434881.1365983
North-Eastern Region,Arunachal Pradesh,791110,2020,Q3,83578,224119989.3692662
North-Eastern Region,Arunachal Pradesh,791111,2020,Q3,73373,201615153.49178126
North-Eastern Region,Arunachal Pradesh,791102,2020,Q3,59485,147103673.02159554
North-Eastern Region,Arunachal Pradesh,792103,2020,Q3,43165,97856482.63015749
North-Eastern Region,Arunachal Pradesh,790104,2020,Q3,42704,140524891.73905784
North-Eastern Region,Arunachal Pradesh,792001,2020,Q3,40143,98429547.73142855
North-Eastern Region,Arunachal Pradesh,791001,2020,Q3,39931,105026195.69865745
North-Eastern Region,Arunachal Pradesh,790116,2020,Q3,34849,106829704.02580261
North-Eastern Region,Arunachal Pradesh,790101,2020,Q3,31126,106324283.79932615
North-Eastern Region,Arunachal Pradesh,791110,2020,Q4,115682,355243299.60706156
North-Eastern Region,Arunachal Pradesh,791113,2020,Q4,100879,340893583.5488197
North-Eastern Region,Arunachal Pradesh,791111,2020,Q4,96702,282834295.4196955
North-Eastern Region,Arunachal Pradesh,791102,2020,Q4,74774,202391786.32094023
North-Eastern Region,Arunachal Pradesh,792103,2020,Q4,53234,132562026.23941663
North-Eastern Region,Arunachal Pradesh,791001,2020,Q4,51950,144602123.97611114
North-Eastern Region,Arunachal Pradesh,792001,2020,Q4,51529,123814287.8204747
North-Eastern Region,Arunachal Pradesh,790104,2020,Q4,51050,182176489.64400375
North-Eastern Region,Arunachal Pradesh,790116,2020,Q4,40492,120719478.22915718
North-Eastern Region,Arunachal Pradesh,790101,2020,Q4,36197,118862457.89585006
North-Eastern Region,Arunachal Pradesh,791113,2021,Q1,127025,394958954.74942803
North-Eastern Region,Arunachal Pradesh,791110,2021,Q1,119184,404502103.3179444
North-Eastern Region,Arunachal Pradesh,791111,2021,Q1,89356,307014656.8532768
North-Eastern Region,Arunachal Pradesh,791102,2021,Q1,68000,211432038.67254648
North-Eastern Region,Arunachal Pradesh,792103,2021,Q1,53040,141156670.32558545
North-Eastern Region,Arunachal Pradesh,791001,2021,Q1,50407,164065117.88460803
North-Eastern Region,Arunachal Pradesh,792001,2021,Q1,48954,130623865.61265224
North-Eastern Region,Arunachal Pradesh,790104,2021,Q1,39581,151312863.21053433
North-Eastern Region,Arunachal Pradesh,791109,2021,Q1,39332,128400296.63511801
North-Eastern Region,Arunachal Pradesh,790116,2021,Q1,38205,115157748.78556368
North-Eastern Region,Arunachal Pradesh,791113,2021,Q2,170268,432196673.5193349
North-Eastern Region,Arunachal Pradesh,791110,2021,Q2,160245,449983951.208361
North-Eastern Region,Arunachal Pradesh,791111,2021,Q2,122368,333974912.1268044
North-Eastern Region,Arunachal Pradesh,791102,2021,Q2,87524,235678147.9304313
North-Eastern Region,Arunachal Pradesh,792103,2021,Q2,76949,179343401.62470114
North-Eastern Region,Arunachal Pradesh,791001,2021,Q2,68927,214550532.0577654
North-Eastern Region,Arunachal Pradesh,792001,2021,Q2,64602,146046509.47044832
North-Eastern Region,Arunachal Pradesh,790104,2021,Q2,52742,184653080.7391938
North-Eastern Region,Arunachal Pradesh,790116,2021,Q2,52323,145624699.2825492
North-Eastern Region,Arunachal Pradesh,790101,2021,Q2,48726,157622337.23185942
North-Eastern Region,Arunachal Pradesh,791113,2021,Q3,225427,582965112.523323
North-Eastern Region,Arunachal Pradesh,791110,2021,Q3,207417,603165812.3057537
North-Eastern Region,Arunachal Pradesh,791111,2021,Q3,153845,442067361.42168665
North-Eastern Region,Arunachal Pradesh,791102,2021,Q3,105715,296166087.7681337
North-Eastern Region,Arunachal Pradesh,792103,2021,Q3,88032,194244543.03871346
North-Eastern Region,Arunachal Pradesh,792001,2021,Q3,80894,180486995.1464384
North-Eastern Region,Arunachal Pradesh,791001,2021,Q3,77128,259793926.03333136
North-Eastern Region,Arunachal Pradesh,790116,2021,Q3,66461,197947119.60324338
North-Eastern Region,Arunachal Pradesh,790104,2021,Q3,65008,261069265.84552905
North-Eastern Region,Arunachal Pradesh,790101,2021,Q3,61516,220804392.11302128
North-Eastern Region,Arunachal Pradesh,791113,2021,Q4,279958,685093585.2469286
North-Eastern Region,Arunachal Pradesh,791110,2021,Q4,258928,718387355.2085327
North-Eastern Region,Arunachal Pradesh,791111,2021,Q4,206496,557846901.7603153
North-Eastern Region,Arunachal Pradesh,791102,2021,Q4,134017,368703032.41367143
North-Eastern Region,Arunachal Pradesh,792103,2021,Q4,115871,238038756.74938503
North-Eastern Region,Arunachal Pradesh,792001,2021,Q4,101771,220359430.80701947
North-Eastern Region,Arunachal Pradesh,791001,2021,Q4,93449,317887115.43826216
North-Eastern Region,Arunachal Pradesh,791109,2021,Q4,84621,218599005.03410858
North-Eastern Region,Arunachal Pradesh,790116,2021,Q4,81804,235869670.0305156
North-Eastern Region,Arunachal Pradesh,790101,2021,Q4,77658,269438817.2199306
North-Eastern Region,Arunachal Pradesh,791113,2022,Q1,336780,819363323.7219163
North-Eastern Region,Arunachal Pradesh,791110,2022,Q1,332485,853173424.1985552
North-Eastern Region,Arunachal Pradesh,791111,2022,Q1,262617,658150204.3789485
North-Eastern Region,Arunachal Pradesh,791102,2022,Q1,159945,417052440.2856392
North-Eastern Region,Arunachal Pradesh,792103,2022,Q1,129210,277477788.7356235
North-Eastern Region,Arunachal Pradesh,792001,2022,Q1,121068,265189556.26145488
North-Eastern Region,Arunachal Pradesh,791109,2022,Q1,111918,254266306.42573798
North-Eastern Region,Arunachal Pradesh,791001,2022,Q1,105769,364396148.4248719
North-Eastern Region,Arunachal Pradesh,792110,2022,Q1,84017,238200426.2222041
North-Eastern Region,Arunachal Pradesh,790116,2022,Q1,82546,221708919.60946545
North-Eastern Region,Arunachal Pradesh,791110,2022,Q2,449672,1063144517.2715561
